SIClass,Area,BGC,Var
3,1,BGxh3,Best4-10
3,16834,BWBSdk,Best1-3
3,46596,BWBSdk,Best4-10
3,12,BWBSdk,Ancient
4,19326,BWBSdk,Best1-3
4,25781,BWBSdk,Best4-10
4,1,BWBSdk,Ancient
5,2596,BWBSdk,Best1-3
5,1183,BWBSdk,Best4-10
6,9,BWBSdk,Best1-3
6,16,BWBSdk,Best4-10
7,3,BWBSdk,Best1-3
7,3,BWBSdk,Best4-10
3,26882,BWBSmk,Best1-3
3,158097,BWBSmk,Best4-10
3,6,BWBSmk,Ancient
4,98526,BWBSmk,Best1-3
4,216136,BWBSmk,Best4-10
4,3,BWBSmk,Ancient
5,77640,BWBSmk,Best1-3
5,48898,BWBSmk,Best4-10
5,2,BWBSmk,Ancient
6,7148,BWBSmk,Best1-3
6,1016,BWBSmk,Best4-10
7,2043,BWBSmk,Best1-3
7,125,BWBSmk,Best4-10
3,7761,BWBSmw,Best1-3
3,32298,BWBSmw,Best4-10
3,2,BWBSmw,Ancient
4,29124,BWBSmw,Best1-3
4,67813,BWBSmw,Best4-10
5,4763,BWBSmw,Best1-3
5,2575,BWBSmw,Best4-10
5,1,BWBSmw,Ancient
6,273,BWBSmw,Best1-3
6,74,BWBSmw,Best4-10
7,3,BWBSmw,Best1-3
7,11,BWBSmw,Best4-10
7,1,BWBSmw,Ancient
3,2743,BWBSwk1,Best1-3
3,10060,BWBSwk1,Best4-10
4,2432,BWBSwk1,Best1-3
4,4759,BWBSwk1,Best4-10
5,94,BWBSwk1,Best1-3
5,40,BWBSwk1,Best4-10
6,6,BWBSwk1,Best1-3
6,16,BWBSwk1,Best4-10
7,1,BWBSwk1,Best1-3
3,4822,BWBSwk2,Best1-3
3,11828,BWBSwk2,Best4-10
4,3935,BWBSwk2,Best1-3
4,7003,BWBSwk2,Best4-10
5,119,BWBSwk2,Best1-3
5,72,BWBSwk2,Best4-10
6,2,BWBSwk2,Best1-3
6,3,BWBSwk2,Best4-10
3,1545,BWBSwk3,Best1-3
3,3724,BWBSwk3,Best4-10
4,502,BWBSwk3,Best1-3
4,330,BWBSwk3,Best4-10
3,15,CDFmm,Best1-3
4,196,CDFmm,Best1-3
5,101,CDFmm,Best1-3
7,2,CDFmm,Best1-3
3,4,CMAunp,Best1-3
3,9,CMAunp,Best4-10
4,1,CMAunp,Best4-10
3,612,CWHdm,Best1-3
3,1112,CWHdm,Best4-10
4,1232,CWHdm,Best1-3
4,910,CWHdm,Best4-10
5,2040,CWHdm,Best1-3
5,331,CWHdm,Best4-10
6,201,CWHdm,Best1-3
6,61,CWHdm,Best4-10
7,43,CWHdm,Best1-3
7,24,CWHdm,Best4-10
3,217,CWHds1,Best1-3
3,694,CWHds1,Best4-10
3,1,CWHds1,Ancient
4,585,CWHds1,Best1-3
4,2707,CWHds1,Best4-10
4,18,CWHds1,Ancient
5,1132,CWHds1,Best1-3
5,1652,CWHds1,Best4-10
5,2,CWHds1,Ancient
6,165,CWHds1,Best1-3
6,131,CWHds1,Best4-10
6,3,CWHds1,Ancient
7,30,CWHds1,Best1-3
7,40,CWHds1,Best4-10
3,18,CWHds2,Best1-3
3,410,CWHds2,Best4-10
4,56,CWHds2,Best1-3
4,656,CWHds2,Best4-10
5,93,CWHds2,Best1-3
5,255,CWHds2,Best4-10
6,8,CWHds2,Best4-10
7,3,CWHds2,Best4-10
3,39,CWHmm1,Best1-3
3,246,CWHmm1,Best4-10
3,3,CWHmm1,Ancient
4,145,CWHmm1,Best1-3
4,461,CWHmm1,Best4-10
4,3,CWHmm1,Ancient
5,107,CWHmm1,Best1-3
5,205,CWHmm1,Best4-10
5,4,CWHmm1,Ancient
6,80,CWHmm1,Best1-3
6,105,CWHmm1,Best4-10
7,8,CWHmm1,Best1-3
7,14,CWHmm1,Best4-10
3,60,CWHmm2,Best4-10
4,5,CWHmm2,Best1-3
4,193,CWHmm2,Best4-10
4,11,CWHmm2,Ancient
5,1,CWHmm2,Best1-3
5,77,CWHmm2,Best4-10
6,1,CWHmm2,Best4-10
6,2,CWHmm2,Ancient
3,719,CWHms1,Best1-3
3,5021,CWHms1,Best4-10
3,35,CWHms1,Ancient
4,3281,CWHms1,Best1-3
4,5983,CWHms1,Best4-10
4,30,CWHms1,Ancient
5,747,CWHms1,Best1-3
5,1293,CWHms1,Best4-10
5,4,CWHms1,Ancient
6,77,CWHms1,Best1-3
6,72,CWHms1,Best4-10
7,2,CWHms1,Best1-3
7,3,CWHms1,Best4-10
3,296,CWHms2,Best1-3
3,1658,CWHms2,Best4-10
4,1339,CWHms2,Best1-3
4,2965,CWHms2,Best4-10
5,478,CWHms2,Best1-3
5,689,CWHms2,Best4-10
5,3,CWHms2,Ancient
6,141,CWHms2,Best1-3
6,65,CWHms2,Best4-10
7,2,CWHms2,Best1-3
7,1,CWHms2,Best4-10
3,523,CWHvh1,Best1-3
3,4075,CWHvh1,Best4-10
3,985,CWHvh1,Ancient
4,1694,CWHvh1,Best1-3
4,6572,CWHvh1,Best4-10
4,469,CWHvh1,Ancient
5,926,CWHvh1,Best1-3
5,995,CWHvh1,Best4-10
5,47,CWHvh1,Ancient
6,78,CWHvh1,Best1-3
6,84,CWHvh1,Best4-10
6,6,CWHvh1,Ancient
7,5,CWHvh1,Best1-3
7,36,CWHvh1,Best4-10
7,1,CWHvh1,Ancient
3,6687,CWHvh2,Best1-3
3,25688,CWHvh2,Best4-10
3,380,CWHvh2,Ancient
4,7212,CWHvh2,Best1-3
4,11503,CWHvh2,Best4-10
4,93,CWHvh2,Ancient
5,1038,CWHvh2,Best1-3
5,550,CWHvh2,Best4-10
6,126,CWHvh2,Best1-3
6,82,CWHvh2,Best4-10
6,2,CWHvh2,Ancient
7,51,CWHvh2,Best1-3
7,27,CWHvh2,Best4-10
3,765,CWHvh3,Best1-3
3,3045,CWHvh3,Best4-10
3,3,CWHvh3,Ancient
4,1173,CWHvh3,Best1-3
4,1458,CWHvh3,Best4-10
4,36,CWHvh3,Ancient
5,262,CWHvh3,Best1-3
5,118,CWHvh3,Best4-10
6,22,CWHvh3,Best1-3
6,26,CWHvh3,Best4-10
7,1,CWHvh3,Best1-3
7,10,CWHvh3,Best4-10
3,2181,CWHvm1,Best1-3
3,16831,CWHvm1,Best4-10
3,2656,CWHvm1,Ancient
4,9433,CWHvm1,Best1-3
4,33635,CWHvm1,Best4-10
4,3793,CWHvm1,Ancient
5,3803,CWHvm1,Best1-3
5,6231,CWHvm1,Best4-10
5,324,CWHvm1,Ancient
6,683,CWHvm1,Best1-3
6,956,CWHvm1,Best4-10
6,114,CWHvm1,Ancient
7,139,CWHvm1,Best1-3
7,228,CWHvm1,Best4-10
7,10,CWHvm1,Ancient
3,3702,CWHvm2,Best1-3
3,18178,CWHvm2,Best4-10
3,1795,CWHvm2,Ancient
4,7580,CWHvm2,Best1-3
4,15625,CWHvm2,Best4-10
4,1359,CWHvm2,Ancient
5,1374,CWHvm2,Best1-3
5,1888,CWHvm2,Best4-10
5,100,CWHvm2,Ancient
6,146,CWHvm2,Best1-3
6,300,CWHvm2,Best4-10
6,16,CWHvm2,Ancient
7,6,CWHvm2,Best1-3
7,27,CWHvm2,Best4-10
3,1913,CWHwh1,Best1-3
3,9394,CWHwh1,Best4-10
3,147,CWHwh1,Ancient
4,2973,CWHwh1,Best1-3
4,6652,CWHwh1,Best4-10
4,75,CWHwh1,Ancient
5,970,CWHwh1,Best1-3
5,725,CWHwh1,Best4-10
5,12,CWHwh1,Ancient
6,171,CWHwh1,Best1-3
6,155,CWHwh1,Best4-10
6,1,CWHwh1,Ancient
7,44,CWHwh1,Best1-3
7,81,CWHwh1,Best4-10
3,327,CWHwh2,Best1-3
3,2383,CWHwh2,Best4-10
3,4,CWHwh2,Ancient
4,253,CWHwh2,Best1-3
4,556,CWHwh2,Best4-10
5,1,CWHwh2,Best1-3
5,19,CWHwh2,Best4-10
6,13,CWHwh2,Best4-10
7,2,CWHwh2,Best4-10
3,318,CWHwm,Best1-3
3,3270,CWHwm,Best4-10
4,526,CWHwm,Best1-3
4,2026,CWHwm,Best4-10
5,767,CWHwm,Best1-3
5,290,CWHwm,Best4-10
6,61,CWHwm,Best1-3
6,82,CWHwm,Best4-10
7,453,CWHwm,Best1-3
7,9,CWHwm,Best4-10
3,513,CWHws1,Best1-3
3,3569,CWHws1,Best4-10
3,73,CWHws1,Ancient
4,1557,CWHws1,Best1-3
4,2922,CWHws1,Best4-10
4,6,CWHws1,Ancient
5,222,CWHws1,Best1-3
5,229,CWHws1,Best4-10
5,3,CWHws1,Ancient
6,39,CWHws1,Best1-3
6,48,CWHws1,Best4-10
6,1,CWHws1,Ancient
7,63,CWHws1,Best1-3
7,16,CWHws1,Best4-10
3,2292,CWHws2,Best1-3
3,11806,CWHws2,Best4-10
3,523,CWHws2,Ancient
4,4006,CWHws2,Best1-3
4,5091,CWHws2,Best4-10
4,11,CWHws2,Ancient
5,355,CWHws2,Best1-3
5,286,CWHws2,Best4-10
5,3,CWHws2,Ancient
6,29,CWHws2,Best1-3
6,61,CWHws2,Best4-10
7,29,CWHws2,Best1-3
7,15,CWHws2,Best4-10
3,71,CWHxm1,Best1-3
3,1,CWHxm1,Best4-10
4,288,CWHxm1,Best1-3
5,154,CWHxm1,Best1-3
6,36,CWHxm1,Best1-3
7,5,CWHxm1,Best1-3
3,7,CWHxm2,Best1-3
3,1394,CWHxm2,Best4-10
4,74,CWHxm2,Best1-3
4,1361,CWHxm2,Best4-10
5,195,CWHxm2,Best1-3
5,621,CWHxm2,Best4-10
6,134,CWHxm2,Best1-3
6,181,CWHxm2,Best4-10
6,26,CWHxm2,Ancient
7,34,CWHxm2,Best1-3
7,66,CWHxm2,Best4-10
7,8,CWHxm2,Ancient
3,2652,ESSFdc1,Best1-3
3,4033,ESSFdc1,Best4-10
3,98,ESSFdc1,Ancient
4,372,ESSFdc1,Best1-3
4,581,ESSFdc1,Best4-10
4,5,ESSFdc1,Ancient
5,2,ESSFdc1,Best1-3
5,20,ESSFdc1,Best4-10
5,5,ESSFdc1,Ancient
3,2322,ESSFdc2,Best1-3
3,6446,ESSFdc2,Best4-10
3,55,ESSFdc2,Ancient
4,562,ESSFdc2,Best1-3
4,1592,ESSFdc2,Best4-10
4,14,ESSFdc2,Ancient
5,38,ESSFdc2,Best1-3
5,105,ESSFdc2,Best4-10
6,4,ESSFdc2,Best4-10
3,1611,ESSFdc3,Best1-3
3,3889,ESSFdc3,Best4-10
3,120,ESSFdc3,Ancient
4,430,ESSFdc3,Best1-3
4,754,ESSFdc3,Best4-10
4,4,ESSFdc3,Ancient
5,9,ESSFdc3,Best1-3
5,19,ESSFdc3,Best4-10
6,3,ESSFdc3,Ancient
3,2,ESSFdcp,Best1-3
3,284,ESSFdcw,Best1-3
3,700,ESSFdcw,Best4-10
3,1,ESSFdcw,Ancient
4,5,ESSFdcw,Best1-3
4,7,ESSFdcw,Best4-10
5,2,ESSFdcw,Best4-10
3,270,ESSFdh1,Best1-3
3,448,ESSFdh1,Best4-10
3,24,ESSFdh1,Ancient
4,566,ESSFdh1,Best1-3
4,754,ESSFdh1,Best4-10
4,16,ESSFdh1,Ancient
5,28,ESSFdh1,Best1-3
5,80,ESSFdh1,Best4-10
5,1,ESSFdh1,Ancient
6,1,ESSFdh1,Best1-3
6,18,ESSFdh1,Best4-10
3,48,ESSFdh2,Best4-10
3,47,ESSFdh2,Ancient
4,36,ESSFdh2,Best4-10
4,3,ESSFdh2,Ancient
5,1,ESSFdh2,Ancient
3,1126,ESSFdk1,Best1-3
3,4763,ESSFdk1,Best4-10
3,281,ESSFdk1,Ancient
4,804,ESSFdk1,Best1-3
4,1559,ESSFdk1,Best4-10
4,10,ESSFdk1,Ancient
5,49,ESSFdk1,Best1-3
5,82,ESSFdk1,Best4-10
6,1,ESSFdk1,Best4-10
3,1768,ESSFdk2,Best1-3
3,3784,ESSFdk2,Best4-10
3,394,ESSFdk2,Ancient
4,357,ESSFdk2,Best1-3
4,1424,ESSFdk2,Best4-10
4,31,ESSFdk2,Ancient
5,2,ESSFdk2,Best1-3
5,137,ESSFdk2,Best4-10
3,699,ESSFdkw,Best1-3
3,683,ESSFdkw,Best4-10
3,98,ESSFdkw,Ancient
4,10,ESSFdkw,Best1-3
4,56,ESSFdkw,Best4-10
4,19,ESSFdkw,Ancient
5,2,ESSFdkw,Best4-10
3,286,ESSFdv1,Best1-3
3,709,ESSFdv1,Best4-10
3,151,ESSFdv1,Ancient
4,109,ESSFdv1,Best1-3
4,118,ESSFdv1,Best4-10
4,18,ESSFdv1,Ancient
5,22,ESSFdv1,Best1-3
5,18,ESSFdv1,Best4-10
6,5,ESSFdv1,Best1-3
3,41,ESSFdv2,Best1-3
3,236,ESSFdv2,Best4-10
3,70,ESSFdv2,Ancient
4,36,ESSFdv2,Best1-3
4,49,ESSFdv2,Best4-10
3,74,ESSFdvw,Best1-3
3,41,ESSFdvw,Best4-10
3,12,ESSFdvw,Ancient
4,16,ESSFdvw,Best1-3
4,7,ESSFdvw,Best4-10
3,8816,ESSFmc,Best1-3
3,18461,ESSFmc,Best4-10
3,314,ESSFmc,Ancient
4,1914,ESSFmc,Best1-3
4,1450,ESSFmc,Best4-10
4,9,ESSFmc,Ancient
5,174,ESSFmc,Best1-3
5,58,ESSFmc,Best4-10
5,3,ESSFmc,Ancient
6,1,ESSFmc,Best4-10
3,1,ESSFmcp,Best1-3
3,2237,ESSFmh,Best1-3
3,5045,ESSFmh,Best4-10
3,97,ESSFmh,Ancient
4,1583,ESSFmh,Best1-3
4,2955,ESSFmh,Best4-10
4,38,ESSFmh,Ancient
5,141,ESSFmh,Best1-3
5,220,ESSFmh,Best4-10
5,38,ESSFmh,Ancient
6,3,ESSFmh,Best1-3
6,3,ESSFmh,Best4-10
3,1201,ESSFmk,Best1-3
3,1434,ESSFmk,Best4-10
3,520,ESSFmk,Ancient
4,154,ESSFmk,Best1-3
4,56,ESSFmk,Best4-10
4,8,ESSFmk,Ancient
5,2,ESSFmk,Best1-3
3,2257,ESSFmm1,Best1-3
3,4075,ESSFmm1,Best4-10
3,624,ESSFmm1,Ancient
4,608,ESSFmm1,Best1-3
4,670,ESSFmm1,Best4-10
4,25,ESSFmm1,Ancient
5,49,ESSFmm1,Best1-3
5,12,ESSFmm1,Best4-10
5,2,ESSFmm1,Ancient
3,771,ESSFmm3,Best1-3
3,2684,ESSFmm3,Best4-10
3,459,ESSFmm3,Ancient
4,90,ESSFmm3,Best1-3
4,350,ESSFmm3,Best4-10
4,43,ESSFmm3,Ancient
5,2,ESSFmm3,Best1-3
5,9,ESSFmm3,Best4-10
5,5,ESSFmm3,Ancient
6,1,ESSFmm3,Ancient
3,757,ESSFmmw,Best1-3
3,1190,ESSFmmw,Best4-10
3,13,ESSFmmw,Ancient
4,54,ESSFmmw,Best1-3
4,18,ESSFmmw,Best4-10
3,3086,ESSFmv1,Best1-3
3,4264,ESSFmv1,Best4-10
4,359,ESSFmv1,Best1-3
4,212,ESSFmv1,Best4-10
5,3,ESSFmv1,Best1-3
5,4,ESSFmv1,Best4-10
6,2,ESSFmv1,Best4-10
3,1891,ESSFmv2,Best1-3
3,6047,ESSFmv2,Best4-10
3,78,ESSFmv2,Ancient
4,256,ESSFmv2,Best1-3
4,503,ESSFmv2,Best4-10
4,6,ESSFmv2,Ancient
5,3,ESSFmv2,Best1-3
5,3,ESSFmv2,Best4-10
3,17602,ESSFmv3,Best1-3
3,37113,ESSFmv3,Best4-10
3,76,ESSFmv3,Ancient
4,7983,ESSFmv3,Best1-3
4,9753,ESSFmv3,Best4-10
4,3,ESSFmv3,Ancient
5,183,ESSFmv3,Best1-3
5,114,ESSFmv3,Best4-10
5,4,ESSFmv3,Ancient
6,29,ESSFmv3,Best1-3
3,7677,ESSFmv4,Best1-3
3,15522,ESSFmv4,Best4-10
3,1,ESSFmv4,Ancient
4,4103,ESSFmv4,Best1-3
4,2508,ESSFmv4,Best4-10
5,139,ESSFmv4,Best1-3
5,13,ESSFmv4,Best4-10
6,1,ESSFmv4,Best1-3
3,50,ESSFmw,Best1-3
3,277,ESSFmw,Best4-10
3,20,ESSFmw,Ancient
4,12,ESSFmw,Best4-10
4,3,ESSFmw,Ancient
3,872,ESSFmw1,Best1-3
3,1807,ESSFmw1,Best4-10
3,656,ESSFmw1,Ancient
4,608,ESSFmw1,Best1-3
4,644,ESSFmw1,Best4-10
4,101,ESSFmw1,Ancient
5,35,ESSFmw1,Best1-3
5,31,ESSFmw1,Best4-10
5,24,ESSFmw1,Ancient
3,362,ESSFmw2,Best1-3
3,1541,ESSFmw2,Best4-10
3,1131,ESSFmw2,Ancient
4,224,ESSFmw2,Best1-3
4,380,ESSFmw2,Best4-10
4,430,ESSFmw2,Ancient
5,90,ESSFmw2,Best1-3
5,54,ESSFmw2,Best4-10
5,5,ESSFmw2,Ancient
6,2,ESSFmw2,Ancient
3,15,ESSFmwp,Best4-10
3,123,ESSFmww,Best1-3
3,259,ESSFmww,Best4-10
3,18,ESSFmww,Ancient
4,18,ESSFmww,Best1-3
4,12,ESSFmww,Best4-10
4,4,ESSFmww,Ancient
5,2,ESSFmww,Best4-10
3,2595,ESSFun,Best1-3
3,5254,ESSFun,Best4-10
3,321,ESSFun,Ancient
4,567,ESSFun,Best1-3
4,111,ESSFun,Best4-10
4,23,ESSFun,Ancient
5,67,ESSFun,Best1-3
5,8,ESSFun,Best4-10
5,2,ESSFun,Ancient
6,72,ESSFun,Best1-3
7,14,ESSFun,Best1-3
3,3,ESSFunp,Best4-10
3,1281,ESSFvc,Best1-3
3,3205,ESSFvc,Best4-10
3,1590,ESSFvc,Ancient
4,309,ESSFvc,Best1-3
4,614,ESSFvc,Best4-10
4,136,ESSFvc,Ancient
5,65,ESSFvc,Best1-3
5,115,ESSFvc,Best4-10
5,8,ESSFvc,Ancient
6,5,ESSFvc,Best1-3
6,65,ESSFvc,Best4-10
7,3,ESSFvc,Best1-3
3,270,ESSFvcw,Best1-3
3,567,ESSFvcw,Best4-10
3,32,ESSFvcw,Ancient
4,92,ESSFvcw,Best1-3
4,82,ESSFvcw,Best4-10
5,2,ESSFvcw,Best1-3
5,14,ESSFvcw,Best4-10
7,4,ESSFvcw,Best1-3
3,4287,ESSFwc2,Best1-3
3,6889,ESSFwc2,Best4-10
3,1716,ESSFwc2,Ancient
4,507,ESSFwc2,Best1-3
4,716,ESSFwc2,Best4-10
4,149,ESSFwc2,Ancient
5,48,ESSFwc2,Best1-3
5,67,ESSFwc2,Best4-10
5,24,ESSFwc2,Ancient
6,6,ESSFwc2,Best1-3
6,1,ESSFwc2,Best4-10
3,2405,ESSFwc3,Best1-3
3,5468,ESSFwc3,Best4-10
3,58,ESSFwc3,Ancient
4,124,ESSFwc3,Best1-3
4,196,ESSFwc3,Best4-10
4,11,ESSFwc3,Ancient
5,4,ESSFwc3,Best1-3
5,8,ESSFwc3,Best4-10
5,10,ESSFwc3,Ancient
7,1,ESSFwc3,Ancient
3,3256,ESSFwc4,Best1-3
3,7003,ESSFwc4,Best4-10
3,205,ESSFwc4,Ancient
4,456,ESSFwc4,Best1-3
4,706,ESSFwc4,Best4-10
4,12,ESSFwc4,Ancient
5,40,ESSFwc4,Best1-3
5,10,ESSFwc4,Best4-10
6,1,ESSFwc4,Best4-10
3,9,ESSFwcp,Best1-3
3,4,ESSFwcp,Best4-10
4,1,ESSFwcp,Best1-3
3,1688,ESSFwcw,Best1-3
3,4075,ESSFwcw,Best4-10
3,82,ESSFwcw,Ancient
4,59,ESSFwcw,Best1-3
4,186,ESSFwcw,Best4-10
4,2,ESSFwcw,Ancient
5,2,ESSFwcw,Best1-3
5,3,ESSFwcw,Best4-10
3,2098,ESSFwh1,Best1-3
3,5544,ESSFwh1,Best4-10
3,943,ESSFwh1,Ancient
4,629,ESSFwh1,Best1-3
4,1435,ESSFwh1,Best4-10
4,105,ESSFwh1,Ancient
5,62,ESSFwh1,Best1-3
5,26,ESSFwh1,Best4-10
5,7,ESSFwh1,Ancient
6,2,ESSFwh1,Best1-3
6,4,ESSFwh1,Best4-10
3,407,ESSFwh2,Best1-3
3,519,ESSFwh2,Best4-10
3,113,ESSFwh2,Ancient
4,32,ESSFwh2,Best1-3
4,94,ESSFwh2,Best4-10
4,6,ESSFwh2,Ancient
5,1,ESSFwh2,Best4-10
3,318,ESSFwh3,Best1-3
3,1136,ESSFwh3,Best4-10
3,37,ESSFwh3,Ancient
4,193,ESSFwh3,Best1-3
4,544,ESSFwh3,Best4-10
4,5,ESSFwh3,Ancient
5,42,ESSFwh3,Best1-3
5,65,ESSFwh3,Best4-10
6,1,ESSFwh3,Best4-10
3,2570,ESSFwk1,Best1-3
3,9984,ESSFwk1,Best4-10
3,993,ESSFwk1,Ancient
4,1310,ESSFwk1,Best1-3
4,2915,ESSFwk1,Best4-10
4,116,ESSFwk1,Ancient
5,37,ESSFwk1,Best1-3
5,119,ESSFwk1,Best4-10
5,9,ESSFwk1,Ancient
6,2,ESSFwk1,Best4-10
6,1,ESSFwk1,Ancient
3,6628,ESSFwk2,Best1-3
3,11647,ESSFwk2,Best4-10
3,263,ESSFwk2,Ancient
4,484,ESSFwk2,Best1-3
4,668,ESSFwk2,Best4-10
4,15,ESSFwk2,Ancient
5,8,ESSFwk2,Best1-3
5,39,ESSFwk2,Best4-10
5,11,ESSFwk2,Ancient
6,1,ESSFwk2,Best1-3
6,3,ESSFwk2,Best4-10
3,562,ESSFwm1,Best1-3
3,881,ESSFwm1,Best4-10
3,30,ESSFwm1,Ancient
4,133,ESSFwm1,Best1-3
4,319,ESSFwm1,Best4-10
5,22,ESSFwm1,Best1-3
5,5,ESSFwm1,Best4-10
6,10,ESSFwm1,Best4-10
3,430,ESSFwm2,Best1-3
3,626,ESSFwm2,Best4-10
3,36,ESSFwm2,Ancient
4,13,ESSFwm2,Best1-3
4,17,ESSFwm2,Best4-10
4,1,ESSFwm2,Ancient
5,3,ESSFwm2,Best4-10
3,244,ESSFwm3,Best1-3
3,928,ESSFwm3,Best4-10
4,49,ESSFwm3,Best1-3
4,31,ESSFwm3,Best4-10
5,1,ESSFwm3,Best4-10
3,731,ESSFwm4,Best1-3
3,2079,ESSFwm4,Best4-10
3,17,ESSFwm4,Ancient
4,319,ESSFwm4,Best1-3
4,689,ESSFwm4,Best4-10
5,22,ESSFwm4,Best1-3
5,48,ESSFwm4,Best4-10
6,1,ESSFwm4,Best1-3
6,2,ESSFwm4,Best4-10
3,226,ESSFwmw,Best1-3
3,412,ESSFwmw,Best4-10
3,1,ESSFwmw,Ancient
4,43,ESSFwmw,Best1-3
4,6,ESSFwmw,Best4-10
5,3,ESSFwmw,Best4-10
3,6769,ESSFwv,Best1-3
3,19817,ESSFwv,Best4-10
3,11404,ESSFwv,Ancient
4,2517,ESSFwv,Best1-3
4,1446,ESSFwv,Best4-10
4,274,ESSFwv,Ancient
5,287,ESSFwv,Best1-3
5,57,ESSFwv,Best4-10
5,21,ESSFwv,Ancient
6,133,ESSFwv,Best1-3
3,1,ESSFwvp,Best1-3
3,846,ESSFxc1,Best1-3
3,2105,ESSFxc1,Best4-10
3,47,ESSFxc1,Ancient
4,395,ESSFxc1,Best1-3
4,843,ESSFxc1,Best4-10
5,1,ESSFxc1,Best1-3
5,5,ESSFxc1,Best4-10
3,880,ESSFxc2,Best1-3
3,1631,ESSFxc2,Best4-10
4,26,ESSFxc2,Best1-3
4,97,ESSFxc2,Best4-10
3,158,ESSFxc3,Best1-3
3,702,ESSFxc3,Best4-10
4,93,ESSFxc3,Best1-3
4,233,ESSFxc3,Best4-10
5,26,ESSFxc3,Best1-3
5,4,ESSFxc3,Best4-10
3,110,ESSFxcw,Best1-3
3,203,ESSFxcw,Best4-10
4,9,ESSFxcw,Best1-3
4,7,ESSFxcw,Best4-10
5,7,ESSFxcw,Best1-3
3,420,ESSFxv1,Best1-3
3,1341,ESSFxv1,Best4-10
3,30,ESSFxv1,Ancient
4,96,ESSFxv1,Best1-3
4,331,ESSFxv1,Best4-10
4,4,ESSFxv1,Ancient
3,601,ESSFxv2,Best1-3
3,597,ESSFxv2,Best4-10
3,11,ESSFxv2,Ancient
4,50,ESSFxv2,Best1-3
4,14,ESSFxv2,Best4-10
4,1,ESSFxv2,Ancient
3,1,ESSFxvp,Best4-10
3,4,ESSFxvw,Best1-3
3,4,ESSFxvw,Best4-10
4,8,ESSFxvw,Best1-3
4,5,ESSFxvw,Best4-10
3,35,ICHdk,Best1-3
3,80,ICHdk,Best4-10
4,428,ICHdk,Best1-3
4,1206,ICHdk,Best4-10
4,1,ICHdk,Ancient
5,91,ICHdk,Best1-3
5,264,ICHdk,Best4-10
6,3,ICHdk,Best1-3
6,7,ICHdk,Best4-10
7,1,ICHdk,Best1-3
3,1519,ICHdm,Best1-3
3,4562,ICHdm,Best4-10
3,42,ICHdm,Ancient
4,1331,ICHdm,Best1-3
4,3802,ICHdm,Best4-10
4,3,ICHdm,Ancient
5,300,ICHdm,Best1-3
5,313,ICHdm,Best4-10
5,1,ICHdm,Ancient
6,32,ICHdm,Best1-3
6,20,ICHdm,Best4-10
3,350,ICHdw1,Best1-3
3,3081,ICHdw1,Best4-10
3,9,ICHdw1,Ancient
4,4351,ICHdw1,Best1-3
4,11998,ICHdw1,Best4-10
4,9,ICHdw1,Ancient
5,1760,ICHdw1,Best1-3
5,954,ICHdw1,Best4-10
6,89,ICHdw1,Best1-3
6,39,ICHdw1,Best4-10
7,2,ICHdw1,Best1-3
7,7,ICHdw1,Best4-10
3,82,ICHdw3,Best1-3
3,202,ICHdw3,Best4-10
3,7,ICHdw3,Ancient
4,696,ICHdw3,Best1-3
4,1795,ICHdw3,Best4-10
4,11,ICHdw3,Ancient
